Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2009,1,4,5,1159,1140,1644,1640,WN,1776,N235WN,165,180,149,4,19,LAS,HOU,1235,3,13,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,1712,1640,1715,1640,WN,3589,N688SW,63,60,52,35,32,BOI,GEG,287,3,8,0,,0,0,0,3,0,32
2009,1,5,6,1009,1010,1249,1300,WN,3501,N492WN,220,230,208,-11,-1,MDW,PHX,1444,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,1223,1145,1401,1340,WN,802,N318SW,158,175,143,21,38,OMA,PHX,1037,5,10,0,,0,2,0,0,0,19
2009,1,4,5,1824,1725,2043,1940,WN,637,N680AA,79,75,53,63,59,LAS,TUS,365,4,22,0,,0,0,0,4,0,59
2009,1,11,5,610,610,1201,1215,WN,792,N709SW,231,245,215,-14,0,OAK,MDW,1844,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,745,745,909,925,WN,1142,N226WN,84,100,73,-16,0,TPA,RDU,587,4,7,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,640,645,745,755,WN,2189,N204WN,65,70,53,-10,-5,JAX,FLL,318,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,2112,2115,2244,2255,WN,637,N362SW,152,160,143,-11,-3,MCO,HOU,848,2,7,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,1840,1825,2014,2010,WN,1113,N767SW,214,225,200,4,15,HOU,LAX,1390,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,1707,1700,1759,1735,WN,101,N340LV,112,95,70,24,7,CLE,BNA,448,4,38,0,,0,0,0,17,0,7
2009,1,11,5,1141,1145,1148,1150,WN,806,N489WN,67,65,49,-2,-4,SDF,MDW,271,4,14,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1913,1910,2211,2225,WN,3407,N629SW,178,195,164,-14,3,BDL,TPA,1111,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1748,1640,2001,1910,WN,3232,N372SW,133,150,117,51,68,TPA,PHL,920,5,11,0,,0,51,0,0,0,0
2008,1,15,2,1240,945,1829,1550,WN,383,N769SW,229,245,215,159,175,PHX,RDU,1891,5,9,0,,0,0,0,0,0,159
2009,1,10,4,1258,1255,1552,1610,WN,188,N764SW,174,195,154,-18,3,ISP,FLL,1093,4,16,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,1453,1455,1553,1600,WN,1778,N445WN,60,65,38,-7,-2,LAS,SNA,226,4,18,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,1806,1750,1918,1905,WN,3677,N660SW,72,75,58,13,16,OAK,ONT,361,4,10,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,1405,1340,1555,1535,WN,1600,N391SW,170,175,154,20,25,HOU,PHX,1020,5,11,0,,0,6,0,0,0,14
2009,1,12,6,2025,1850,NA,1900,WN,644,N489WN,NA,70,NA,NA,95,TUS,SAN,367,NA,6,0,,1,NA,NA,NA,NA,NA
2008,1,22,2,1111,1105,1158,1205,WN,1153,N477WN,47,60,38,-7,6,ONT,LAS,197,4,5,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,817,800,922,915,WN,3245,N253WN,65,75,52,7,17,OAK,LAX,337,6,7,0,,0,NA,NA,NA,NA,NA
2009,1,10,4,2054,2100,2222,2225,WN,3401,N281WN,88,85,76,-3,-6,SNA,SMF,404,6,6,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,1618,1620,1809,1830,WN,1072,N287WN,111,130,99,-21,-2,MCO,IAD,758,4,8,0,,0,NA,NA,NA,NA,NA
2009,1,14,1,1520,1525,1732,1750,WN,1485,N252WN,132,145,120,-18,-5,MCO,ISP,972,4,8,0,,0,NA,NA,NA,NA,NA
2009,1,14,1,632,635,747,800,WN,3567,N757LV,135,145,108,-13,-3,ALB,MDW,717,6,21,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,726,730,936,950,WN,1414,N460WN,70,80,58,-14,-4,MDW,PIT,402,3,9,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,1243,1055,1633,1450,WN,3333,N301SW,170,175,143,103,108,PHX,STL,1262,5,22,0,,0,103,0,0,0,0
2009,1,11,5,602,610,706,715,WN,697,N352SW,64,65,50,-9,-8,AUS,MAF,294,4,10,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,1348,1350,1709,1720,WN,477,N710SW,141,150,132,-11,-2,MDW,TPA,997,4,5,0,,0,NA,NA,NA,NA,NA
2009,1,12,6,1935,1935,1938,1945,WN,130,N699SW,63,70,53,-7,0,PHX,ONT,325,4,6,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,2031,2035,2148,2200,WN,3134,N635SW,77,85,68,-12,-4,MSY,DAL,437,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,639,640,855,905,WN,2277,N469WN,76,85,64,-10,-1,LAS,ABQ,487,3,9,0,,0,NA,NA,NA,NA,NA
2009,1,10,4,1425,1425,1549,1540,WN,985,N302SW,84,75,71,9,0,ONT,OAK,361,4,9,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,1350,1355,1436,1455,WN,145,N748SW,106,120,93,-19,-5,BWI,BNA,588,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,653,655,752,750,WN,1182,N775SW,119,115,99,2,-2,IAD,MDW,577,7,13,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,1025,1010,1245,1230,WN,4,N487WN,80,80,59,15,15,MCI,IND,451,8,13,0,,0,0,0,0,0,15
2008,1,15,2,726,725,846,840,WN,3330,N741SA,80,75,51,6,1,OAK,ONT,361,6,23,0,,0,NA,NA,NA,NA,NA
2008,1,23,3,1352,1355,1615,1640,WN,1429,N708SA,323,345,309,-25,-3,ALB,LAS,2237,6,8,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1618,1610,1714,1715,WN,1932,N263WN,56,65,48,-1,8,OAK,BUR,325,2,6,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,1001,1005,1219,1225,WN,1354,N791SW,78,80,62,-6,-4,MCI,IND,451,8,8,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,2145,2110,2300,2235,WN,1839,N723SW,75,85,58,25,35,SLC,DEN,391,3,14,0,,0,11,0,0,0,14
2009,1,3,4,734,730,836,830,WN,631,N457WN,62,60,46,6,4,MDW,STL,251,3,13,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,900,845,1145,1130,WN,988,N208WN,165,165,139,15,15,MDW,HOU,937,2,24,0,,0,0,0,0,0,15
2008,1,16,3,1629,1625,1829,1835,WN,1465,N754SW,60,70,45,-6,4,MDW,DTW,229,3,12,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,1218,1220,1423,1435,WN,1123,N491WN,65,75,54,-12,-2,MDW,PIT,402,5,6,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1421,1420,1708,1715,WN,406,N653SW,107,115,94,-7,1,STL,BWI,737,3,10,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,1606,1605,1818,1820,WN,298,N485WN,252,255,240,-2,1,BNA,LAS,1588,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,952,955,1143,1200,WN,1618,N429WN,111,125,93,-17,-3,MCO,BWI,787,5,13,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,1358,1400,1453,1505,WN,1667,N713SW,55,65,43,-12,-2,LAS,BUR,223,2,10,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,1442,1440,1547,1550,WN,2291,N400WN,65,70,49,-3,2,BWI,ALB,288,4,12,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1939,1940,2051,2055,WN,1939,N400WN,72,75,63,-4,-1,PDX,RNO,444,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,1905,1905,2006,2020,WN,3134,N502SW,61,75,51,-14,0,BWI,MHT,377,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,2218,2150,2314,2245,WN,809,N274WN,56,55,45,29,28,HOU,MSY,303,3,8,0,,0,14,0,1,0,14
2008,1,23,3,1051,1050,1149,1155,WN,1321,N470WN,58,65,45,-6,1,GEG,PDX,279,4,9,0,,0,NA,NA,NA,NA,NA
2009,1,12,6,1919,1925,2040,2045,WN,1154,N679AA,81,80,64,-5,-6,PVD,BWI,328,5,12,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,1617,1555,1800,1800,WN,3407,N693SW,163,185,150,0,22,DEN,SEA,1024,5,8,0,,0,NA,NA,NA,NA,NA
2009,1,14,1,1006,1010,1253,1255,WN,1446,N373SW,107,105,93,-2,-4,LAX,SLC,590,3,11,0,,0,NA,NA,NA,NA,NA
2008,1,23,3,821,825,912,915,WN,1,N502SW,51,50,38,-3,-4,HOU,CRP,187,3,10,0,,0,NA,NA,NA,NA,NA
2009,1,12,6,1416,1415,1617,1625,WN,1684,N216WR,61,70,46,-8,1,SAN,PHX,304,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,1353,1355,1635,1640,WN,953,N784SW,102,105,91,-5,-2,MDW,BWI,611,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1724,1720,2257,2310,WN,1840,N770SA,213,230,201,-13,4,LAX,MDW,1750,6,6,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,829,825,1115,1110,WN,1477,N728SW,286,285,265,5,4,MDW,SFO,1855,5,16,0,,0,NA,NA,NA,NA,NA
2009,1,10,4,1349,1355,1435,1440,WN,1936,N798SW,106,105,80,-5,-6,TPA,MSY,487,19,7,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,1714,1705,1740,1735,WN,1574,N674AA,86,90,74,5,9,DTW,BNA,457,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,748,750,951,950,WN,389,N357SW,63,60,52,1,-2,MDW,CMH,284,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,952,950,1051,1050,WN,1352,N373SW,59,60,48,1,2,SJC,BUR,296,2,9,0,,0,NA,NA,NA,NA,NA
2008,1,23,3,1903,1905,1907,1920,WN,1488,N215WN,64,75,54,-13,-2,BOI,PDX,344,4,6,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,1543,1525,1704,1640,WN,28,N605SW,81,75,60,24,18,ELP,PHX,347,6,15,0,,0,0,0,10,0,14
2009,1,8,2,1513,1520,1738,1815,WN,1338,N782SA,145,175,129,-37,-7,PHL,PBI,951,4,12,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,716,715,1039,1045,WN,1333,N207WN,143,150,131,-6,1,PHX,OMA,1037,2,10,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,924,645,1103,805,WN,2731,N649SW,99,80,60,178,159,SJC,LAS,386,7,32,0,,0,0,159,19,0,0
2008,1,20,7,607,600,803,805,WN,543,N464WN,56,65,46,-2,7,MDW,CLE,307,4,6,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,1327,1255,1511,1440,WN,1491,N503SW,104,105,97,31,32,STL,DAL,546,2,5,0,,0,14,0,0,0,17
2009,1,11,5,2103,1950,2202,2055,WN,2263,N472WN,59,65,49,67,73,LIT,DAL,296,4,6,0,,0,67,0,0,0,0
2009,1,9,3,1523,1520,1625,1620,WN,1209,N687SW,62,60,47,5,3,STL,MCI,237,5,10,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,1847,1840,1958,1955,WN,3132,N401WN,71,75,59,3,7,SNA,SJC,342,4,8,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,1703,1700,1817,1815,WN,558,N527SW,74,75,57,2,3,LAX,OAK,337,12,5,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,926,925,1120,1125,WN,341,N356SW,174,180,158,-5,1,BNA,DEN,1013,7,9,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,1554,1340,1814,1535,WN,3587,N374SW,200,175,161,159,134,RSW,MDW,1105,33,6,0,,0,2,0,25,0,132
2008,1,17,4,1245,1230,1432,1425,WN,186,N622SW,227,235,211,7,15,MCI,PDX,1481,3,13,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,625,630,630,635,WN,9,N686SW,65,65,50,-5,-5,SDF,STL,254,4,11,0,,0,NA,NA,NA,NA,NA
